source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2025-01-01 01:00:00,ADAUSD,0.844,0.935,0.837,0.92,11379892.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-02 01:00:00,ADAUSD,0.922,0.983,0.921,0.96,5944024.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-03 01:00:00,ADAUSD,0.962,1.119,0.957,1.088,17642271.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-04 01:00:00,ADAUSD,1.089,1.114,1.058,1.071,5867749.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-05 01:00:00,ADAUSD,1.071,1.112,1.053,1.092,9920383.09999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-06 01:00:00,ADAUSD,1.093,1.115,1.061,1.093,5799064.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-07 01:00:00,ADAUSD,1.093,1.152,0.989,0.99,17019306.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-08 01:00:00,ADAUSD,0.988,1.023,0.909,0.947,9960527.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-09 01:00:00,ADAUSD,0.947,0.96,0.881,0.905,7506757.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-10 01:00:00,ADAUSD,0.906,0.974,0.906,0.931,4584096.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-11 01:00:00,ADAUSD,0.93,1.018,0.913,0.996,12438852.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-12 01:00:00,ADAUSD,0.996,1.037,0.962,0.968,31608522.50000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-13 01:00:00,ADAUSD,0.967,0.992,0.876,0.945,7140026.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-14 01:00:00,ADAUSD,0.945,1.009,0.939,0.996,4576268.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-15 01:00:00,ADAUSD,0.998,1.09,0.988,1.077,12877113.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-16 01:00:00,ADAUSD,1.078,1.145,1.028,1.089,14042626.30000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-17 01:00:00,ADAUSD,1.089,1.167,1.087,1.134,12651689.10000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-18 01:00:00,ADAUSD,1.134,1.146,1.049,1.103,8198914.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-19 01:00:00,ADAUSD,1.102,1.152,0.966,0.994,30635878.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-20 01:00:00,ADAUSD,0.989,1.1,0.961,1.008,12810650.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-21 01:00:00,ADAUSD,1.008,1.029,0.951,1.005,6343169.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-22 01:00:00,ADAUSD,1.005,1.019,0.976,0.983,3492788.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-23 01:00:00,ADAUSD,0.98,1.01,0.952,0.986,4870680.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-24 01:00:00,ADAUSD,0.987,1.009,0.964,0.972,2944697.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-25 01:00:00,ADAUSD,0.969,0.991,0.964,0.976,1368891.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-26 01:00:00,ADAUSD,0.977,1.0,0.951,0.953,1767398.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-27 01:00:00,ADAUSD,0.952,0.958,0.857,0.936,6506999.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-28 01:00:00,ADAUSD,0.934,0.969,0.903,0.916,2570538.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-29 01:00:00,ADAUSD,0.916,0.96,0.902,0.94,2591397.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-30 01:00:00,ADAUSD,0.94,0.99,0.936,0.959,2041892.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2025-01-31 01:00:00,ADAUSD,0.961,0.984,0.935,0.941,2250356.2,1d,2026-01-21T19:17:26.607396
