source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2024-05-01 02:00:00,ADAUSD,0.442,0.458,0.418,0.449,11159044.90000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-02 02:00:00,ADAUSD,0.45,0.463,0.438,0.458,8049841.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-03 02:00:00,ADAUSD,0.458,0.474,0.447,0.468,5489165.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-04 02:00:00,ADAUSD,0.467,0.476,0.462,0.464,5287722.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-05 02:00:00,ADAUSD,0.464,0.467,0.452,0.458,5382114.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-06 02:00:00,ADAUSD,0.459,0.476,0.451,0.454,7109937.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-07 02:00:00,ADAUSD,0.454,0.457,0.441,0.442,5209975.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-08 02:00:00,ADAUSD,0.442,0.469,0.437,0.452,10316918.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-09 02:00:00,ADAUSD,0.452,0.465,0.447,0.464,5023438.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-10 02:00:00,ADAUSD,0.463,0.469,0.444,0.448,4828096.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-11 02:00:00,ADAUSD,0.448,0.451,0.438,0.439,2377310.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-12 02:00:00,ADAUSD,0.439,0.443,0.434,0.438,2634227.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-13 02:00:00,ADAUSD,0.438,0.453,0.425,0.437,8339470.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-14 02:00:00,ADAUSD,0.437,0.439,0.426,0.429,4732754.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-15 02:00:00,ADAUSD,0.429,0.456,0.426,0.453,6624003.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-16 02:00:00,ADAUSD,0.454,0.463,0.449,0.46,6269982.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-17 02:00:00,ADAUSD,0.46,0.491,0.455,0.483,8619947.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-18 02:00:00,ADAUSD,0.482,0.487,0.476,0.483,3355367.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-19 02:00:00,ADAUSD,0.482,0.484,0.464,0.467,4701814.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-20 02:00:00,ADAUSD,0.467,0.503,0.461,0.502,9755575.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-21 02:00:00,ADAUSD,0.502,0.51,0.49,0.495,12400760.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-22 02:00:00,ADAUSD,0.495,0.496,0.475,0.483,6273571.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-23 02:00:00,ADAUSD,0.484,0.488,0.445,0.465,9755092.59999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-24 02:00:00,ADAUSD,0.465,0.47,0.454,0.46,5568683.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-25 02:00:00,ADAUSD,0.46,0.465,0.457,0.463,3310332.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-26 02:00:00,ADAUSD,0.462,0.463,0.456,0.458,3340921.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-27 02:00:00,ADAUSD,0.458,0.475,0.456,0.469,5722777.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-28 02:00:00,ADAUSD,0.468,0.469,0.452,0.457,7111877.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-29 02:00:00,ADAUSD,0.457,0.464,0.45,0.451,4913434.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-30 02:00:00,ADAUSD,0.451,0.455,0.443,0.446,5172614.50000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-05-31 02:00:00,ADAUSD,0.446,0.458,0.443,0.446,6230121.9,1d,2026-01-21T19:17:26.607396
