source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2024-02-01 01:00:00,ADAUSD,0.498,0.508,0.486,0.507,8179061.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-02 01:00:00,ADAUSD,0.508,0.524,0.504,0.514,14476570.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-03 01:00:00,ADAUSD,0.515,0.525,0.512,0.512,4123710.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-04 01:00:00,ADAUSD,0.512,0.512,0.493,0.493,4249294.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-05 01:00:00,ADAUSD,0.493,0.506,0.487,0.494,5072027.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-06 01:00:00,ADAUSD,0.494,0.504,0.489,0.498,3696709.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-07 01:00:00,ADAUSD,0.499,0.503,0.474,0.502,11544504.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-08 01:00:00,ADAUSD,0.502,0.536,0.502,0.531,11873566.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-09 01:00:00,ADAUSD,0.531,0.548,0.528,0.541,7891376.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-10 01:00:00,ADAUSD,0.541,0.558,0.529,0.551,6075943.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-11 01:00:00,ADAUSD,0.552,0.566,0.536,0.542,14455326.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-12 01:00:00,ADAUSD,0.542,0.566,0.53,0.559,6967929.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-13 01:00:00,ADAUSD,0.56,0.565,0.534,0.545,6035065.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-14 01:00:00,ADAUSD,0.545,0.583,0.54,0.577,7856210.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-15 01:00:00,ADAUSD,0.577,0.613,0.571,0.609,12396323.30000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-16 01:00:00,ADAUSD,0.609,0.614,0.583,0.599,9748771.50000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-17 01:00:00,ADAUSD,0.599,0.611,0.569,0.609,7516877.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-18 01:00:00,ADAUSD,0.61,0.64,0.609,0.619,19891254.60000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-19 01:00:00,ADAUSD,0.62,0.639,0.615,0.631,12989462.49999996,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-20 01:00:00,ADAUSD,0.631,0.641,0.597,0.622,14051756.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-21 01:00:00,ADAUSD,0.621,0.623,0.574,0.598,9644937.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-22 01:00:00,ADAUSD,0.598,0.608,0.581,0.586,6822166.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-23 01:00:00,ADAUSD,0.585,0.595,0.568,0.582,7122369.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-24 01:00:00,ADAUSD,0.583,0.6,0.569,0.597,7790451.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-25 01:00:00,ADAUSD,0.597,0.601,0.58,0.592,4875479.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-26 01:00:00,ADAUSD,0.591,0.623,0.573,0.62,10594817.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-27 01:00:00,ADAUSD,0.62,0.634,0.609,0.624,15202214.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-28 01:00:00,ADAUSD,0.623,0.661,0.597,0.629,21739690.30000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-02-29 01:00:00,ADAUSD,0.629,0.709,0.622,0.655,25312525.80000002,1d,2026-01-21T19:17:26.607396
