source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2022-05-01 02:00:00,ADAUSD,0.756,0.8,0.746,0.79,23643385.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-02 02:00:00,ADAUSD,0.79,0.796,0.765,0.781,15213018.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-03 02:00:00,ADAUSD,0.781,0.8,0.761,0.771,15245803.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-04 02:00:00,ADAUSD,0.771,0.9,0.768,0.899,45987272.10000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-05 02:00:00,ADAUSD,0.898,0.906,0.771,0.789,51601441.80000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-06 02:00:00,ADAUSD,0.788,0.799,0.76,0.783,33465526.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-07 02:00:00,ADAUSD,0.783,0.786,0.748,0.76,19380801.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-08 02:00:00,ADAUSD,0.76,0.765,0.726,0.74,21618953.69999996,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-09 02:00:00,ADAUSD,0.741,0.769,0.6,0.602,97877355.70000014,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-10 02:00:00,ADAUSD,0.605,0.7,0.584,0.628,76944296.2000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-11 02:00:00,ADAUSD,0.628,0.66,0.471,0.516,111137573.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-12 02:00:00,ADAUSD,0.517,0.546,0.384,0.471,139013865.00000033,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-13 02:00:00,ADAUSD,0.472,0.607,0.468,0.528,83366449.9000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-14 02:00:00,ADAUSD,0.529,0.556,0.489,0.536,56327173.90000006,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-15 02:00:00,ADAUSD,0.537,0.598,0.514,0.598,37856690.00000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-16 02:00:00,ADAUSD,0.597,0.613,0.545,0.556,47177298.59999994,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-17 02:00:00,ADAUSD,0.557,0.599,0.552,0.577,29586040.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-18 02:00:00,ADAUSD,0.577,0.586,0.502,0.505,29276440.29999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-19 02:00:00,ADAUSD,0.507,0.546,0.491,0.533,42793276.89999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-20 02:00:00,ADAUSD,0.533,0.544,0.501,0.516,23214207.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-21 02:00:00,ADAUSD,0.515,0.538,0.508,0.528,12352902.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-22 02:00:00,ADAUSD,0.528,0.549,0.521,0.541,13558100.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-23 02:00:00,ADAUSD,0.541,0.559,0.505,0.513,24250548.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-24 02:00:00,ADAUSD,0.513,0.524,0.492,0.521,12410699.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-25 02:00:00,ADAUSD,0.521,0.532,0.506,0.514,8895040.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-26 02:00:00,ADAUSD,0.514,0.52,0.463,0.478,16892970.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-27 02:00:00,ADAUSD,0.478,0.483,0.445,0.456,21158546.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-28 02:00:00,ADAUSD,0.456,0.469,0.448,0.464,12246315.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-29 02:00:00,ADAUSD,0.464,0.482,0.456,0.482,11782336.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-30 02:00:00,ADAUSD,0.482,0.578,0.477,0.57,26484649.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-05-31 02:00:00,ADAUSD,0.569,0.688,0.568,0.626,86151060.10000013,1d,2026-01-21T19:17:26.607396
