source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2024-03-01 01:00:00,ADAUSD,0.656,0.72,0.653,0.72,18750566.70000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-02 01:00:00,ADAUSD,0.72,0.764,0.717,0.742,26124073.99999994,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-03 01:00:00,ADAUSD,0.742,0.743,0.687,0.728,23181479.80000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-04 01:00:00,ADAUSD,0.729,0.8,0.724,0.77,36951107.39999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-05 01:00:00,ADAUSD,0.77,0.783,0.589,0.693,37703565.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-06 01:00:00,ADAUSD,0.694,0.757,0.665,0.735,13897164.30000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-07 01:00:00,ADAUSD,0.736,0.756,0.719,0.744,10631166.60000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-08 01:00:00,ADAUSD,0.743,0.755,0.7,0.724,11536543.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-09 01:00:00,ADAUSD,0.723,0.747,0.721,0.743,7674552.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-10 01:00:00,ADAUSD,0.742,0.745,0.7,0.717,8038935.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-11 01:00:00,ADAUSD,0.717,0.788,0.688,0.775,21952433.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-12 01:00:00,ADAUSD,0.776,0.776,0.706,0.748,12257898.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-13 01:00:00,ADAUSD,0.748,0.774,0.736,0.764,9403499.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-14 01:00:00,ADAUSD,0.764,0.81,0.714,0.751,23388548.10000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-15 01:00:00,ADAUSD,0.752,0.764,0.672,0.727,20046190.60000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-16 01:00:00,ADAUSD,0.728,0.734,0.651,0.659,15824138.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-17 01:00:00,ADAUSD,0.661,0.688,0.629,0.681,11999564.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-18 01:00:00,ADAUSD,0.68,0.699,0.643,0.661,13358742.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-19 01:00:00,ADAUSD,0.66,0.666,0.579,0.586,20656655.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-20 01:00:00,ADAUSD,0.587,0.644,0.57,0.639,16594945.19999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-21 01:00:00,ADAUSD,0.64,0.648,0.617,0.632,9143962.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-22 01:00:00,ADAUSD,0.632,0.643,0.599,0.615,10713189.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-23 01:00:00,ADAUSD,0.614,0.64,0.611,0.623,5061027.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-24 01:00:00,ADAUSD,0.623,0.648,0.623,0.647,5913621.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-25 01:00:00,ADAUSD,0.648,0.668,0.638,0.656,9675106.80000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-26 01:00:00,ADAUSD,0.657,0.684,0.652,0.665,8473628.10000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-27 01:00:00,ADAUSD,0.665,0.671,0.63,0.647,12109821.90000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-28 01:00:00,ADAUSD,0.647,0.659,0.635,0.65,11298936.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-29 01:00:00,ADAUSD,0.651,0.668,0.636,0.665,10337691.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-30 01:00:00,ADAUSD,0.664,0.67,0.642,0.644,8344504.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-03-31 01:00:00,ADAUSD,0.644,0.654,0.642,0.65,6099658.3,1d,2026-01-21T19:17:26.607396
