source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2023-02-01 01:00:00,ADAUSD,0.39,0.402,0.372,0.397,17177646.59999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-02 01:00:00,ADAUSD,0.397,0.414,0.393,0.398,26908665.99999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-03 01:00:00,ADAUSD,0.399,0.407,0.395,0.404,16339086.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-04 01:00:00,ADAUSD,0.404,0.406,0.398,0.399,10028229.90000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-05 01:00:00,ADAUSD,0.399,0.402,0.383,0.392,12455099.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-06 01:00:00,ADAUSD,0.392,0.403,0.38,0.382,13214941.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-07 01:00:00,ADAUSD,0.382,0.4,0.381,0.399,10227141.99999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-08 01:00:00,ADAUSD,0.399,0.404,0.386,0.394,9720064.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-09 01:00:00,ADAUSD,0.394,0.396,0.355,0.362,15595704.80000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-10 01:00:00,ADAUSD,0.362,0.366,0.355,0.358,12504996.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-11 01:00:00,ADAUSD,0.358,0.371,0.357,0.368,7152283.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-12 01:00:00,ADAUSD,0.368,0.374,0.36,0.364,7798133.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-13 01:00:00,ADAUSD,0.364,0.366,0.346,0.359,11926387.10000004,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-14 01:00:00,ADAUSD,0.36,0.393,0.355,0.387,14165900.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-15 01:00:00,ADAUSD,0.387,0.42,0.382,0.419,16223594.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-16 01:00:00,ADAUSD,0.419,0.421,0.386,0.387,20230148.00000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-17 01:00:00,ADAUSD,0.387,0.41,0.385,0.403,11964096.59999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-18 01:00:00,ADAUSD,0.403,0.419,0.398,0.406,10344503.29999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-19 01:00:00,ADAUSD,0.406,0.413,0.398,0.4,8277451.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-20 01:00:00,ADAUSD,0.4,0.41,0.39,0.404,11163216.00000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-21 01:00:00,ADAUSD,0.404,0.406,0.387,0.393,11789476.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-22 01:00:00,ADAUSD,0.393,0.393,0.377,0.389,10417157.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-23 01:00:00,ADAUSD,0.389,0.395,0.379,0.383,9533117.99999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-24 01:00:00,ADAUSD,0.382,0.385,0.358,0.366,13028239.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-25 01:00:00,ADAUSD,0.366,0.368,0.351,0.362,8757449.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-26 01:00:00,ADAUSD,0.362,0.37,0.358,0.369,6294278.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-27 01:00:00,ADAUSD,0.369,0.37,0.358,0.365,7537414.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-02-28 01:00:00,ADAUSD,0.365,0.368,0.349,0.352,9151714.3,1d,2026-01-21T19:17:26.607396
