source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2022-08-01 02:00:00,ADAUSD,0.516,0.526,0.501,0.513,11440568.99999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-02 02:00:00,ADAUSD,0.512,0.516,0.489,0.497,11151096.10000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-03 02:00:00,ADAUSD,0.497,0.517,0.489,0.501,7645949.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-04 02:00:00,ADAUSD,0.5,0.511,0.494,0.5,12620991.80000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-05 02:00:00,ADAUSD,0.5,0.52,0.499,0.518,8480038.59999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-06 02:00:00,ADAUSD,0.517,0.524,0.51,0.511,8203324.89999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-07 02:00:00,ADAUSD,0.511,0.538,0.507,0.528,9294853.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-08 02:00:00,ADAUSD,0.528,0.55,0.523,0.537,13456344.10000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-09 02:00:00,ADAUSD,0.538,0.538,0.506,0.513,14598752.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-10 02:00:00,ADAUSD,0.513,0.538,0.502,0.537,21906326.89999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-11 02:00:00,ADAUSD,0.538,0.548,0.529,0.531,14342392.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-12 02:00:00,ADAUSD,0.531,0.542,0.521,0.54,7830268.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-13 02:00:00,ADAUSD,0.541,0.568,0.538,0.559,23810904.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-14 02:00:00,ADAUSD,0.56,0.595,0.557,0.57,23265184.10000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-15 02:00:00,ADAUSD,0.57,0.582,0.543,0.55,13860009.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-16 02:00:00,ADAUSD,0.55,0.57,0.548,0.557,10855772.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-17 02:00:00,ADAUSD,0.557,0.582,0.531,0.538,16777580.99999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-18 02:00:00,ADAUSD,0.539,0.544,0.508,0.512,9992486.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-19 02:00:00,ADAUSD,0.512,0.512,0.446,0.45,26601146.59999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-20 02:00:00,ADAUSD,0.45,0.464,0.435,0.451,12400731.10000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-21 02:00:00,ADAUSD,0.451,0.473,0.447,0.462,10424253.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-22 02:00:00,ADAUSD,0.463,0.463,0.438,0.462,10901191.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-23 02:00:00,ADAUSD,0.462,0.47,0.446,0.466,10249812.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-24 02:00:00,ADAUSD,0.466,0.47,0.454,0.458,8862612.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-25 02:00:00,ADAUSD,0.458,0.474,0.458,0.465,9738955.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-26 02:00:00,ADAUSD,0.464,0.482,0.426,0.432,31849776.80000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-27 02:00:00,ADAUSD,0.432,0.452,0.425,0.45,16291219.99999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-28 02:00:00,ADAUSD,0.45,0.454,0.428,0.429,11792065.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-29 02:00:00,ADAUSD,0.429,0.453,0.424,0.45,11185496.89999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-30 02:00:00,ADAUSD,0.45,0.463,0.439,0.453,15444431.19999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-08-31 02:00:00,ADAUSD,0.454,0.463,0.444,0.446,10532439.90000001,1d,2026-01-21T19:17:26.607396
