source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2022-10-01 02:00:00,ADAUSD,0.435,0.437,0.428,0.43,7464990.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-02 02:00:00,ADAUSD,0.43,0.433,0.418,0.419,8699286.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-03 02:00:00,ADAUSD,0.42,0.429,0.417,0.428,10396591.29999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-04 02:00:00,ADAUSD,0.428,0.439,0.425,0.436,11798608.89999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-05 02:00:00,ADAUSD,0.436,0.437,0.424,0.431,11267613.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-06 02:00:00,ADAUSD,0.431,0.437,0.426,0.429,14694845.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-07 02:00:00,ADAUSD,0.429,0.43,0.421,0.424,10785889.69999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-08 02:00:00,ADAUSD,0.424,0.428,0.419,0.422,5686046.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-09 02:00:00,ADAUSD,0.422,0.424,0.419,0.423,6513333.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-10 02:00:00,ADAUSD,0.423,0.427,0.398,0.401,13824141.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-11 02:00:00,ADAUSD,0.401,0.402,0.384,0.391,18433372.00000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-12 02:00:00,ADAUSD,0.391,0.395,0.376,0.381,14416881.19999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-13 02:00:00,ADAUSD,0.381,0.382,0.35,0.377,38756371.20000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-14 02:00:00,ADAUSD,0.377,0.389,0.36,0.367,15808288.60000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-15 02:00:00,ADAUSD,0.367,0.37,0.362,0.364,8576298.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-16 02:00:00,ADAUSD,0.364,0.375,0.364,0.37,8362054.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-17 02:00:00,ADAUSD,0.371,0.376,0.366,0.373,9932374.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-18 02:00:00,ADAUSD,0.373,0.374,0.356,0.362,11263823.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-19 02:00:00,ADAUSD,0.362,0.362,0.347,0.35,17850884.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-20 02:00:00,ADAUSD,0.35,0.356,0.337,0.34,17002016.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-21 02:00:00,ADAUSD,0.34,0.35,0.33,0.349,15836937.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-22 02:00:00,ADAUSD,0.349,0.354,0.343,0.351,12568693.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-23 02:00:00,ADAUSD,0.351,0.365,0.346,0.362,13883722.29999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-24 02:00:00,ADAUSD,0.362,0.365,0.353,0.357,11926170.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-25 02:00:00,ADAUSD,0.357,0.417,0.357,0.4,35963560.00000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-26 02:00:00,ADAUSD,0.401,0.412,0.395,0.403,18000665.90000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-27 02:00:00,ADAUSD,0.403,0.419,0.386,0.388,18338756.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-28 02:00:00,ADAUSD,0.388,0.411,0.379,0.405,14380261.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-29 02:00:00,ADAUSD,0.405,0.44,0.401,0.42,23841030.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-30 02:00:00,ADAUSD,0.42,0.422,0.399,0.406,16851558.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-10-31 01:00:00,ADAUSD,0.406,0.416,0.398,0.406,18002434.20000003,1d,2026-01-21T19:17:26.607396
