source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2024-01-01 01:00:00,ADAUSD,0.594,0.625,0.591,0.624,3751711.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-02 01:00:00,ADAUSD,0.624,0.639,0.602,0.606,9521505.29999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-03 01:00:00,ADAUSD,0.606,0.619,0.504,0.558,15504600.90000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-04 01:00:00,ADAUSD,0.557,0.58,0.55,0.571,5601841.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-05 01:00:00,ADAUSD,0.571,0.573,0.523,0.542,8092458.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-06 01:00:00,ADAUSD,0.542,0.543,0.508,0.523,5904412.89999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-07 01:00:00,ADAUSD,0.524,0.531,0.488,0.494,7865969.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-08 01:00:00,ADAUSD,0.494,0.545,0.465,0.542,10418837.40000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-09 01:00:00,ADAUSD,0.542,0.544,0.496,0.512,10051013.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-10 01:00:00,ADAUSD,0.512,0.589,0.489,0.566,16906927.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-11 01:00:00,ADAUSD,0.566,0.617,0.561,0.582,17141474.79999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-12 01:00:00,ADAUSD,0.582,0.589,0.531,0.547,10839055.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-13 01:00:00,ADAUSD,0.548,0.554,0.531,0.549,3291308.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-14 01:00:00,ADAUSD,0.549,0.55,0.523,0.525,3793879.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-15 01:00:00,ADAUSD,0.525,0.542,0.523,0.527,3630926.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-16 01:00:00,ADAUSD,0.528,0.548,0.525,0.535,6601864.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-17 01:00:00,ADAUSD,0.536,0.539,0.522,0.528,3283806.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-18 01:00:00,ADAUSD,0.528,0.528,0.496,0.502,4603671.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-19 01:00:00,ADAUSD,0.502,0.505,0.471,0.504,8025179.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-20 01:00:00,ADAUSD,0.504,0.518,0.499,0.516,6991960.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-21 01:00:00,ADAUSD,0.516,0.521,0.503,0.504,3259136.29999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-22 01:00:00,ADAUSD,0.503,0.506,0.476,0.478,5679449.59999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-23 01:00:00,ADAUSD,0.478,0.486,0.448,0.477,15596356.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-24 01:00:00,ADAUSD,0.477,0.481,0.464,0.477,12313805.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-25 01:00:00,ADAUSD,0.476,0.484,0.459,0.467,7150297.29999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-26 01:00:00,ADAUSD,0.466,0.49,0.463,0.485,6100940.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-27 01:00:00,ADAUSD,0.484,0.49,0.476,0.487,2737883.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-28 01:00:00,ADAUSD,0.486,0.501,0.484,0.49,4870271.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-29 01:00:00,ADAUSD,0.49,0.528,0.484,0.526,6274396.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-30 01:00:00,ADAUSD,0.526,0.536,0.512,0.514,13540573.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2024-01-31 01:00:00,ADAUSD,0.514,0.52,0.493,0.498,7864153.0,1d,2026-01-21T19:17:26.607396
