source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2022-09-01 02:00:00,ADAUSD,0.446,0.462,0.441,0.457,15337905.40000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-02 02:00:00,ADAUSD,0.457,0.467,0.449,0.454,11212145.69999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-03 02:00:00,ADAUSD,0.455,0.486,0.454,0.481,21015413.99999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-04 02:00:00,ADAUSD,0.481,0.51,0.476,0.504,28702380.59999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-05 02:00:00,ADAUSD,0.504,0.507,0.483,0.498,17040372.99999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-06 02:00:00,ADAUSD,0.499,0.513,0.461,0.462,24633927.80000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-07 02:00:00,ADAUSD,0.462,0.482,0.454,0.479,13894759.09999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-08 02:00:00,ADAUSD,0.479,0.483,0.462,0.479,12209068.30000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-09 02:00:00,ADAUSD,0.479,0.505,0.479,0.503,24287072.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-10 02:00:00,ADAUSD,0.502,0.524,0.495,0.512,23556683.10000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-11 02:00:00,ADAUSD,0.512,0.52,0.5,0.51,20935652.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-12 02:00:00,ADAUSD,0.51,0.52,0.496,0.501,24839641.6,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-13 02:00:00,ADAUSD,0.501,0.508,0.461,0.464,29601548.30000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-14 02:00:00,ADAUSD,0.464,0.487,0.462,0.481,20553063.90000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-15 02:00:00,ADAUSD,0.481,0.482,0.462,0.466,17685210.79999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-16 02:00:00,ADAUSD,0.466,0.475,0.455,0.475,17298763.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-17 02:00:00,ADAUSD,0.474,0.488,0.472,0.486,17154912.09999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-18 02:00:00,ADAUSD,0.486,0.49,0.441,0.448,19603448.20000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-19 02:00:00,ADAUSD,0.448,0.456,0.432,0.453,24724545.70000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-20 02:00:00,ADAUSD,0.453,0.454,0.437,0.442,16484102.29999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-21 02:00:00,ADAUSD,0.442,0.464,0.429,0.439,38561396.00000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-22 02:00:00,ADAUSD,0.439,0.467,0.435,0.458,23546992.79999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-23 02:00:00,ADAUSD,0.458,0.482,0.446,0.462,27667085.39999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-24 02:00:00,ADAUSD,0.462,0.468,0.45,0.451,16491898.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-25 02:00:00,ADAUSD,0.451,0.463,0.439,0.447,14606253.80000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-26 02:00:00,ADAUSD,0.446,0.451,0.437,0.447,16332241.70000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-27 02:00:00,ADAUSD,0.447,0.463,0.437,0.441,24058568.40000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-28 02:00:00,ADAUSD,0.441,0.443,0.425,0.436,16978854.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-29 02:00:00,ADAUSD,0.436,0.439,0.426,0.438,15055162.89999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2022-09-30 02:00:00,ADAUSD,0.438,0.442,0.429,0.435,18457830.4,1d,2026-01-21T19:17:26.607396
