source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2023-04-01 02:00:00,ADAUSD,0.399,0.403,0.389,0.392,21877462.39999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-02 02:00:00,ADAUSD,0.392,0.393,0.376,0.382,16179593.00000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-03 02:00:00,ADAUSD,0.382,0.405,0.371,0.387,42919612.19999992,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-04 02:00:00,ADAUSD,0.387,0.4,0.385,0.389,19313634.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-05 02:00:00,ADAUSD,0.39,0.4,0.387,0.392,13021126.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-06 02:00:00,ADAUSD,0.393,0.393,0.377,0.383,12120807.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-07 02:00:00,ADAUSD,0.383,0.385,0.376,0.384,9794042.70000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-08 02:00:00,ADAUSD,0.384,0.391,0.381,0.386,9660104.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-09 02:00:00,ADAUSD,0.386,0.394,0.384,0.389,9937473.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-10 02:00:00,ADAUSD,0.39,0.398,0.385,0.397,14638032.59999997,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-11 02:00:00,ADAUSD,0.397,0.413,0.396,0.402,23159342.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-12 02:00:00,ADAUSD,0.402,0.407,0.389,0.405,20781998.89999995,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-13 02:00:00,ADAUSD,0.405,0.429,0.4,0.426,30321822.90000003,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-14 02:00:00,ADAUSD,0.426,0.445,0.424,0.439,41094289.00000004,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-15 02:00:00,ADAUSD,0.439,0.462,0.431,0.452,29151038.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-16 02:00:00,ADAUSD,0.453,0.458,0.442,0.452,15979500.89999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-17 02:00:00,ADAUSD,0.452,0.452,0.432,0.435,21053018.39999998,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-18 02:00:00,ADAUSD,0.434,0.448,0.428,0.443,12650649.39999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-19 02:00:00,ADAUSD,0.443,0.444,0.409,0.416,24263742.20000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-20 02:00:00,ADAUSD,0.417,0.422,0.396,0.401,19684416.30000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-21 02:00:00,ADAUSD,0.4,0.407,0.379,0.382,17823614.79999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-22 02:00:00,ADAUSD,0.382,0.399,0.381,0.396,8037324.20000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-23 02:00:00,ADAUSD,0.396,0.396,0.381,0.389,7898970.49999999,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-24 02:00:00,ADAUSD,0.389,0.397,0.38,0.384,12301311.60000001,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-25 02:00:00,ADAUSD,0.384,0.395,0.376,0.395,11803593.90000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-26 02:00:00,ADAUSD,0.395,0.417,0.378,0.401,19124666.69999996,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-27 02:00:00,ADAUSD,0.401,0.419,0.401,0.41,16349858.80000002,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-28 02:00:00,ADAUSD,0.41,0.411,0.398,0.404,9596638.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-29 02:00:00,ADAUSD,0.405,0.408,0.4,0.402,5354574.0,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2023-04-30 02:00:00,ADAUSD,0.403,0.415,0.395,0.396,8913496.2,1d,2026-01-21T19:17:26.607396
