source,exchange,date,symbol,open,high,low,close,volume,timeframe,ingestion_ts
tradingview,BINANCE,2026-01-01 01:00:00,ADAUSD,0.334,0.36,0.331,0.357,2302410.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-02 01:00:00,ADAUSD,0.355,0.397,0.354,0.394,3915218.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-03 01:00:00,ADAUSD,0.395,0.399,0.383,0.39,1593522.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-04 01:00:00,ADAUSD,0.389,0.405,0.389,0.401,2112666.8,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-05 01:00:00,ADAUSD,0.401,0.425,0.395,0.421,2929412.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-06 01:00:00,ADAUSD,0.421,0.437,0.401,0.42,3612469.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-07 01:00:00,ADAUSD,0.418,0.423,0.398,0.402,1531759.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-08 01:00:00,ADAUSD,0.4,0.404,0.385,0.395,1030307.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-09 01:00:00,ADAUSD,0.395,0.405,0.388,0.391,944449.1,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-10 01:00:00,ADAUSD,0.391,0.392,0.384,0.389,604392.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-11 01:00:00,ADAUSD,0.388,0.396,0.384,0.391,1537731.7,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-12 01:00:00,ADAUSD,0.39,0.403,0.382,0.386,1754582.5,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-13 01:00:00,ADAUSD,0.385,0.426,0.385,0.421,2813578.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-14 01:00:00,ADAUSD,0.423,0.428,0.41,0.414,2030649.9,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-15 01:00:00,ADAUSD,0.414,0.414,0.389,0.394,1345658.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-16 01:00:00,ADAUSD,0.393,0.399,0.379,0.395,2324619.4,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-17 01:00:00,ADAUSD,0.395,0.404,0.393,0.397,551919.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-18 01:00:00,ADAUSD,0.397,0.398,0.375,0.376,682091.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-19 01:00:00,ADAUSD,0.374,0.375,0.342,0.371,3367795.3,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-20 01:00:00,ADAUSD,0.37,0.37,0.346,0.35,1397026.2,1d,2026-01-21T19:17:26.607396
tradingview,BINANCE,2026-01-21 01:00:00,ADAUSD,0.351,0.363,0.347,0.352,958760.2,1d,2026-01-21T19:17:26.607396
